"id";"es_clon";"division";"eval_instructor";"eval_capitan";"eval_comandante";"eval_general";"estatura";"peso";"imc";"velocidad";"fuerza";"resistencia";"agilidad";"armadura";"presicion";"eficiencia"
641;"S";"Flametrooper";654,99;655,02;637,99;654,96;194,94;93,13;24,51;75,92;69,57;84,37;88,31;48,31;56,69;82,84
642;"N";"Flametrooper";642,76;655,21;634,42;648,68;195,16;96,02;25,21;70,79;71,02;81,32;93,19;46,17;45,21;94,93
643;"S";"Flametrooper";648,75;654,04;632,88;649,23;194,93;97,24;25,59;81,93;69,91;86,85;81,88;54,96;50,51;61,44
644;"S";"Flametrooper";652,41;654,85;641,61;650,58;194,79;110,43;29,1;78,44;71,6;82,13;85,38;40,73;68,9;62,4
645;"S";"Flametrooper";645,19;648,4;641,35;645,24;194,89;85,5;22,51;70,95;67,26;86,18;93,05;44,94;53,43;39,48
646;"S";"Flametrooper";649,08;654,3;644,11;648,91;194,9;115,1;30,3;72,85;70,61;85,56;75,49;53,82;68,49;84,68
647;"S";"Flametrooper";649,71;651,42;638,11;641,05;194,79;94,03;24,78;78,19;71,87;81,19;77,69;53,54;59,97;20,8
648;"S";"Flametrooper";652,93;647,55;631,42;651,63;194,94;98,76;25,99;78,02;70,92;85,03;80,74;63,06;63,94;78,39
649;"S";"Flametrooper";638,35;652,71;630,81;651,67;195,03;107,26;28,2;79,5;69,36;80,91;92,99;45,06;48,28;68,53
650;"N";"Flametrooper";641,28;646,46;639,21;648,46;194,97;100,05;26,32;58,24;70,4;84,72;83,12;56,71;58,35;88,36
651;"N";"Flametrooper";649,53;645,44;635,66;646,46;194,94;89,7;23,6;62,13;71,31;83,39;75,37;56,58;66,6;97,77
652;"N";"Flametrooper";647,54;646,6;641,09;647,65;195,24;88,88;23,32;61,42;71,37;79,86;91,03;54,64;49;60,39
653;"N";"Flametrooper";645,45;652,88;643,14;654,72;194,77;89,28;23,53;72,43;69,8;83,45;87,44;51,67;50,88;51,04
654;"S";"Flametrooper";650,16;656,34;640,35;649,53;194,7;105,34;27,79;82,86;70,37;84,8;77,92;53,76;48,29;81,79
655;"S";"Flametrooper";643,04;653,81;641,99;652,33;195,04;105,9;27,84;83,38;68,15;80,4;88,87;48,93;50,48;95,08
656;"S";"Flametrooper";653,66;648,81;641,32;646,91;194,84;102,37;26,97;70,53;67,84;85,91;76,06;58,03;50,84;31,89
657;"N";"Flametrooper";656,82;651,03;650,01;657,69;195,16;104,17;27,35;62,01;67,74;81,61;85,12;47,57;59,71;81,2
658;"S";"Flametrooper";650,97;646,16;651,17;648,97;195,12;84,61;22,22;78,74;67,53;80,9;91,64;59,95;58,18;10,88
659;"S";"Flametrooper";651,67;643,66;644,42;656,09;194,93;101,98;26,84;78,59;68,07;80,57;92,17;62,52;53,87;48,35
660;"N";"Flametrooper";645,49;653,38;644,47;650,08;194,96;94,26;24,8;59,06;68,19;86,34;85,74;64,55;52,44;49,45
661;"N";"Flametrooper";652,6;650,52;631,7;651,39;194,88;100,35;26,42;60,99;71,68;86,45;85,63;45,63;61,55;33,94
662;"S";"Flametrooper";651,13;650,13;636,98;650,9;194,83;93,54;24,64;79,72;68,71;85,77;77,07;62,56;50,28;67,81
663;"S";"Flametrooper";650,76;645,89;630,45;653,42;194,96;96,41;25,36;84,08;70,24;79,91;77,86;54,74;57,12;95,13
664;"N";"Flametrooper";650,97;650,84;637,63;649,36;194,91;101,19;26,64;73,55;69,82;80,32;82,02;52,85;64,49;55,55
665;"S";"Flametrooper";650,61;652,7;647,23;659,91;195,17;108,34;28,44;75,97;71,89;79,49;78,57;38,21;46,28;45,94
666;"S";"Flametrooper";650,3;649,3;630,52;649,09;195,09;83,06;21,82;88,81;68,52;80,57;92,36;48,59;52,97;87,19
667;"S";"Flametrooper";651,11;649,07;634,16;652,36;195,02;87,56;23,02;80,12;67,12;80,75;76,66;46,26;65,51;21,23
668;"S";"Flametrooper";653,86;650,3;635,09;654,93;195,21;96,51;25,33;73,51;70,91;84,02;77,48;62,29;53,73;63,82
669;"N";"Flametrooper";651,24;651,77;640,4;651,83;195,21;97,85;25,68;73,2;71,67;81,05;90,28;48,46;51,22;74,08
670;"N";"Flametrooper";651,29;647,16;630,25;653,22;194,76;91,85;24,21;67,27;67,03;80,96;91,76;44,29;56,36;62,97
671;"S";"Flametrooper";651,46;653,41;646,02;646,76;195,02;100,53;26,43;81,97;71,59;85,74;93,15;53,74;52,44;55,75
672;"S";"Flametrooper";651,66;647,78;653,04;654,69;194,85;104,98;27,65;81,04;70,84;81,28;75,53;50,94;53,06;6,49
673;"S";"Flametrooper";647,75;654,39;638,58;652,88;195,07;100,62;26,44;73,51;70,73;81,34;81,43;53,18;60,83;97,3
674;"S";"Flametrooper";650,14;652,34;636,02;652,49;195;100,19;26,35;67,74;67,5;85,54;78,12;31,61;42;52,77
675;"N";"Flametrooper";651,81;650,28;647,24;655,03;195,24;107,88;28,3;69,66;67,6;80,82;88,75;40,26;55,64;53,77
676;"S";"Flametrooper";643,65;644,82;632,2;654,43;195;92,8;24,4;76,21;67,63;79;89,23;61,53;51,33;66,79
677;"N";"Flametrooper";649,06;648,05;638,41;647,26;194,99;105,21;27,67;59,54;67,27;84,29;76,25;43,68;62,14;19,56
678;"N";"Flametrooper";648,27;650,95;635,42;649,54;195,12;94,08;24,71;67,42;67,35;83,35;80,88;50,04;66,49;95,4
679;"N";"Flametrooper";652,06;647,79;644,25;646,01;195,05;89,42;23,5;58,97;69,53;79,88;76,61;39,32;50,77;72,24
680;"N";"Flametrooper";658,13;649,2;637,85;653,46;195,16;103,77;27,25;58,18;71,64;84,35;75;44,69;53,32;27,32
681;"S";"Flametrooper";650,74;647,2;641,4;650,3;195,1;98,17;25,79;81,95;70,27;85,98;76,95;62,16;50,84;35,43
682;"S";"Flametrooper";649,25;655,49;639,88;657,7;194,9;97,03;25,54;85,24;68,33;83,39;86,35;46,14;53,72;38,59
683;"S";"Flametrooper";648,81;654,01;636,39;648,18;195,19;102,22;26,83;78,93;70,75;82,3;93,7;54,11;56,48;22,85
684;"N";"Flametrooper";645,34;646,49;652,12;666,6;194,99;95,4;25,09;60,48;69,33;79,68;86,17;37,77;58,82;90,93
685;"N";"Flametrooper";654,38;662,95;641,62;655,46;194,86;94,64;24,92;71,31;69;83,57;85,06;58,53;48,63;24,38
686;"S";"Flametrooper";654,36;651,05;643,33;658,86;194,9;104,42;27,49;86,35;70,51;85,12;80,27;43,81;58,67;56,4
687;"S";"Flametrooper";651,19;651,47;640,02;649,86;195,01;110,35;29,02;85,27;71,67;84,04;91,1;49,9;60,78;14,52
688;"N";"Flametrooper";641,16;650,83;640,27;649,65;194,94;83,81;22,05;65,2;69,13;84,16;89,03;53,28;63,46;95,27
689;"N";"Flametrooper";649,26;645,17;638,55;650,93;195,03;96,18;25,29;64,37;69,42;84,26;85,2;53,65;61,21;96,38
690;"S";"Flametrooper";658,88;655,41;640,42;653,93;195,06;105,95;27,85;82,76;68,08;79,72;78,63;46,34;54,53;75,16
691;"N";"Flametrooper";648,6;641,68;633,87;650,73;194,87;101,94;26,84;68,33;67,68;80,84;81,49;46,9;54,83;95,73
692;"N";"Flametrooper";658,13;648,45;643,56;649,72;195,22;97,73;25,64;66,19;69,45;86,88;80,34;43,52;58,25;23,75
693;"S";"Flametrooper";644,91;643,68;635,67;654,47;195,02;89,94;23,65;80,87;68;84,21;84,33;54,42;53,39;41,21
694;"N";"Flametrooper";651,95;648,46;638,2;651,07;195,19;94,8;24,88;66,23;71,18;84,29;87,57;46,74;50,48;34,67
695;"N";"Flametrooper";649,96;644,32;644,97;642,65;195,04;92,43;24,3;58,69;68,76;81,94;85,22;55,12;52,65;71,8
696;"N";"Flametrooper";644,27;654,91;636,16;655,6;194,98;91;23,94;61,57;71,11;79,63;81,07;37,56;55,93;5,92
697;"N";"Flametrooper";635,97;655,13;643,47;648,56;195,05;109,28;28,72;67,32;67,78;79,95;93,27;50,56;56,52;64,69
698;"S";"Flametrooper";648,39;646,73;640,49;650,99;195,24;102,54;26,9;78,32;68,17;86,9;82,45;50,93;50,56;26,31
699;"N";"Flametrooper";649,27;651,47;642,86;645,59;195,09;102,22;26,86;59,91;70,33;82,32;92,67;31,19;47,35;44,37
700;"N";"Flametrooper";645,7;653,81;640,44;642,96;194,94;93,84;24,69;60,12;69,71;80,16;91,72;45,09;42,87;62,4
701;"N";"Recontrooper";649,85;653,23;653,6;634,27;195,03;96,82;25,45;68,06;70,41;83,66;89,01;36,19;55,32;65,31
702;"N";"Recontrooper";652,33;650,08;650,14;633,04;195,03;92,34;24,28;67,44;68,69;79,24;81,86;60,92;54,2;13,46
703;"S";"Recontrooper";651,06;652,35;638,6;635,86;194,99;101,84;26,79;79,82;67,16;83,96;93,71;49,06;48,71;27,99
704;"S";"Recontrooper";646,91;651,6;652,47;645,49;195,06;102,91;27,05;76,74;69,97;80,19;84,58;60,08;46,03;75,36
705;"S";"Recontrooper";651,64;643,03;653,55;650,64;194,85;108,19;28,5;88,69;68,31;79,63;89,53;53,34;57,61;43,56
706;"N";"Recontrooper";642,91;648,49;651,25;640,91;194,83;101,25;26,67;65,34;71;82,92;76,11;51,16;53,96;77,82
707;"S";"Recontrooper";648,98;651,81;649,35;641,82;194,79;78,36;20,65;87,25;67,9;79,16;77,41;45,71;43,04;95,01
708;"N";"Recontrooper";645,16;653,71;653,66;638,31;195,05;91,17;23,96;64,93;70,65;85,26;79,24;37,9;48,93;5,7
709;"N";"Recontrooper";655,72;643,64;655,47;646,22;195,19;83,27;21,86;73,56;71,39;85,93;93,82;46,78;62,74;95,5
710;"N";"Recontrooper";648,61;641,03;648,18;641,33;194,84;90,52;23,84;63,71;69,91;85,72;82,51;39,05;54,37;54,25
711;"N";"Recontrooper";653,17;650,45;653,03;644,95;195,02;91,54;24,07;67,3;67,74;86,46;93,47;44,69;50,3;68,06
712;"S";"Recontrooper";657,4;642,79;650,95;646,49;195,09;92,3;24,25;74,38;67,61;83,96;82,58;48,33;55,81;93,99
713;"S";"Recontrooper";651,59;654,33;644,72;647,22;195,1;88,05;23,13;71,66;67,06;82,22;80,66;54,52;66,44;73,59
714;"N";"Recontrooper";649,03;642,15;649,16;634,27;194,97;92,57;24,35;66,7;68,28;86,3;88,98;47,16;60,39;93,48
715;"N";"Recontrooper";646,42;640,97;642,11;649,97;194,94;98,03;25,8;68,04;71,97;82,87;79,01;47,09;54,1;26,63
716;"N";"Recontrooper";649;651,71;644,97;637,57;195,14;92,04;24,17;61,74;70,29;80,63;87,59;52,69;57,41;49,39
717;"N";"Recontrooper";646,43;650,99;656,95;640,77;195,05;101,65;26,72;62,56;69,33;85,84;85,72;58,35;48,03;68,05
718;"N";"Recontrooper";642,46;648,66;644,1;643,66;194,94;95,01;25;73,54;68,79;82,12;92,79;46,11;51,31;39,65
719;"S";"Recontrooper";649,09;653,12;652,89;639,14;195,06;95,31;25,05;86,38;69,84;80,8;89,64;40,3;58,93;55,75
720;"S";"Recontrooper";651,32;641,09;647,93;641,04;194,9;88,96;23,42;72,3;70,34;86,15;78,54;50,65;59,89;33,56
721;"S";"Recontrooper";656,16;644,72;646,88;643,08;194,88;93,23;24,55;86,62;67,34;83,66;86,98;47,02;55,76;16,11
722;"S";"Recontrooper";651,96;647,96;644,33;640,39;194,97;105,99;27,88;76,22;69,57;82,06;92,71;48,16;56,22;67,95
723;"N";"Recontrooper";646,75;648,17;653,18;640,03;195,02;89,85;23,62;65,05;68,67;80,95;91,15;52,28;52,4;66,9
724;"S";"Recontrooper";644,38;658,16;648,96;630,61;194,83;96,43;25,4;81,1;71,69;85,28;76,49;53,91;47,09;44,75
725;"N";"Recontrooper";648,97;652,52;655,72;640,64;194,99;96,61;25,41;64,14;67,84;79,71;87,68;52,35;58,42;64,35
726;"S";"Recontrooper";655,05;652,47;650,6;644,05;194,84;91,37;24,07;76,7;71,83;83,47;84,97;59,53;63,46;12,57
727;"S";"Recontrooper";651,18;644,53;650,72;645,86;194,85;101,7;26,79;72,11;71,55;83,69;78,22;39,25;45,69;48,14
728;"S";"Recontrooper";646,24;653,86;647,66;638,27;195,17;94,27;24,75;76,42;71,5;86,74;89,19;46,08;54,26;43,17
729;"S";"Recontrooper";642,69;655,94;650,17;638,86;194,9;108,51;28,57;78,3;71,43;79,01;87,25;31,19;53,47;50,87
730;"N";"Recontrooper";652,85;658,69;650,82;636,21;194,9;98,79;26,01;62,8;69,51;86,15;81;49,11;61,76;8,48
731;"S";"Recontrooper";650,8;649,49;642,87;642,07;194,89;85,25;22,44;83,77;68,4;83,02;84,07;46,97;54,13;80,71
732;"S";"Recontrooper";651,19;646,7;655,63;639,33;195;114,44;30,1;72,39;67,91;86,74;77,74;48,18;61,85;55,89
733;"N";"Recontrooper";648,17;647,73;650,99;636,81;194,91;93,57;24,63;62,66;68,46;80,04;75,66;39,92;58,53;84,36
734;"N";"Recontrooper";646,23;649,14;645,12;646,67;195,15;104,38;27,41;66,14;69,51;84,33;85,98;52,71;64,53;13,73
735;"N";"Recontrooper";656,93;646,52;648,06;638,63;195,08;91,84;24,13;65,82;71,15;85,27;92,19;46,42;51,43;87,6
736;"N";"Recontrooper";651,98;655,59;652,37;645,01;195,24;96,57;25,33;66,91;68,34;84,03;80,26;54,32;56,54;85,01
737;"N";"Recontrooper";642,71;650,07;648,73;640,43;194,97;90,36;23,77;70,21;68,61;85,5;89,46;48,5;53,67;64,69
738;"S";"Recontrooper";650,94;649,76;641,22;641,78;195,03;91,69;24,11;79,72;69,96;79,66;75,53;36,05;47,14;70,03
739;"N";"Recontrooper";640,03;656,87;652,59;641,08;195,07;102,18;26,85;68,17;70,43;82,85;86,05;54,01;48,11;83,59
740;"S";"Recontrooper";651,81;652,49;653,65;639,41;195,12;89,11;23,41;87,22;67,56;84,56;88,7;45,35;52,81;47,9
741;"S";"Recontrooper";642,68;656,62;647,08;636,17;194,94;93,13;24,51;75,92;69,57;84,37;88,31;48,31;56,69;82,84
742;"N";"Recontrooper";654,76;654,1;649,8;634,42;195,16;96,02;25,21;70,79;71,02;81,32;93,19;46,17;45,21;94,93
743;"S";"Recontrooper";649,73;647,57;656,36;641,93;194,93;97,24;25,59;81,93;69,91;86,85;81,88;54,96;50,51;61,44
744;"S";"Recontrooper";654,27;659,54;649;643,66;194,79;110,43;29,1;78,44;71,6;82,13;85,38;40,73;68,9;62,4
745;"S";"Recontrooper";650,2;649,44;648,64;634,88;194,89;85,5;22,51;70,95;67,26;86,18;93,05;44,94;53,43;39,48
746;"S";"Recontrooper";653,44;657,11;645,27;643,14;194,9;115,1;30,3;72,85;70,61;85,56;75,49;53,82;68,49;84,68
747;"S";"Recontrooper";657,3;656,78;639,12;639,72;194,79;94,03;24,78;78,19;71,87;81,19;77,69;53,54;59,97;20,8
748;"S";"Recontrooper";649,36;656,3;650,93;646,97;194,94;98,76;25,99;78,02;70,92;85,03;80,74;63,06;63,94;78,39
749;"S";"Recontrooper";646,64;647,53;650,76;640,73;195,03;107,26;28,2;79,5;69,36;80,91;92,99;45,06;48,28;68,53
750;"N";"Recontrooper";640,67;657,66;654,16;633,85;194,97;100,05;26,32;58,24;70,4;84,72;83,12;56,71;58,35;88,36
751;"N";"Recontrooper";656,23;642,51;643,85;631,69;194,94;89,7;23,6;62,13;71,31;83,39;75,37;56,58;66,6;97,77
752;"N";"Recontrooper";654,75;653,99;657,52;643,23;195,24;88,88;23,32;61,42;71,37;79,86;91,03;54,64;49;60,39
753;"N";"Recontrooper";655,68;651,26;655,91;641,94;194,77;89,28;23,53;72,43;69,8;83,45;87,44;51,67;50,88;51,04
754;"S";"Recontrooper";649,05;649,3;653,17;641,9;194,7;105,34;27,79;82,86;70,37;84,8;77,92;53,76;48,29;81,79
755;"S";"Recontrooper";648,27;649,41;648,46;644,07;195,04;105,9;27,84;83,38;68,15;80,4;88,87;48,93;50,48;95,08
756;"S";"Recontrooper";650,6;660,7;652,94;632,05;194,84;102,37;26,97;70,53;67,84;85,91;76,06;58,03;50,84;31,89
757;"N";"Recontrooper";655,07;651,66;651,01;640,18;195,16;104,17;27,35;62,01;67,74;81,61;85,12;47,57;59,71;81,2
758;"S";"Recontrooper";649,05;652,74;656,26;643,74;195,12;84,61;22,22;78,74;67,53;80,9;91,64;59,95;58,18;10,88
759;"S";"Recontrooper";655,37;660,42;650,69;648,63;194,93;101,98;26,84;78,59;68,07;80,57;92,17;62,52;53,87;48,35
760;"N";"Recontrooper";655,14;652,76;651,26;637,89;194,96;94,26;24,8;59,06;68,19;86,34;85,74;64,55;52,44;49,45
761;"N";"Recontrooper";659,42;646,3;653,35;637,14;194,88;100,35;26,42;60,99;71,68;86,45;85,63;45,63;61,55;33,94
762;"S";"Recontrooper";647,49;646,67;650,72;649,45;194,83;93,54;24,64;79,72;68,71;85,77;77,07;62,56;50,28;67,81
763;"S";"Recontrooper";644,9;650,56;653,63;640,36;194,96;96,41;25,36;84,08;70,24;79,91;77,86;54,74;57,12;95,13
764;"N";"Recontrooper";655;642,82;645,01;645,76;194,91;101,19;26,64;73,55;69,82;80,32;82,02;52,85;64,49;55,55
765;"S";"Recontrooper";658,7;645,66;653,7;637,34;195,17;108,34;28,44;75,97;71,89;79,49;78,57;38,21;46,28;45,94
766;"S";"Recontrooper";650,78;649,65;658,5;644,23;195,09;83,06;21,82;88,81;68,52;80,57;92,36;48,59;52,97;87,19
767;"S";"Recontrooper";654,16;646,84;649,69;640,03;195,02;87,56;23,02;80,12;67,12;80,75;76,66;46,26;65,51;21,23
768;"S";"Recontrooper";641;649,22;646,58;636,25;195,21;96,51;25,33;73,51;70,91;84,02;77,48;62,29;53,73;63,82
769;"N";"Recontrooper";652,44;648,53;651,16;634,84;195,21;97,85;25,68;73,2;71,67;81,05;90,28;48,46;51,22;74,08
770;"N";"Recontrooper";647,67;655,58;650,54;635,4;194,76;91,85;24,21;67,27;67,03;80,96;91,76;44,29;56,36;62,97
771;"S";"Recontrooper";647,72;648,15;648,39;638,44;195,02;100,53;26,43;81,97;71,59;85,74;93,15;53,74;52,44;55,75
772;"S";"Recontrooper";649,95;649,07;656,22;638,34;194,85;104,98;27,65;81,04;70,84;81,28;75,53;50,94;53,06;6,49
773;"S";"Recontrooper";647,43;647,39;645,85;641,35;195,07;100,62;26,44;73,51;70,73;81,34;81,43;53,18;60,83;97,3
774;"S";"Recontrooper";653,14;644,05;659,53;633,78;195;100,19;26,35;67,74;67,5;85,54;78,12;31,61;42;52,77
775;"N";"Recontrooper";653,33;652,58;650,03;648,09;195,24;107,88;28,3;69,66;67,6;80,82;88,75;40,26;55,64;53,77
776;"S";"Recontrooper";646,38;657,41;650,29;643,53;195;92,8;24,4;76,21;67,63;79;89,23;61,53;51,33;66,79
777;"N";"Recontrooper";651,74;650;649,46;642,15;194,99;105,21;27,67;59,54;67,27;84,29;76,25;43,68;62,14;19,56
778;"N";"Recontrooper";645,49;652,28;655,66;647,17;195,12;94,08;24,71;67,42;67,35;83,35;80,88;50,04;66,49;95,4
779;"N";"Recontrooper";640,57;647,18;651,42;650,48;195,05;89,42;23,5;58,97;69,53;79,88;76,61;39,32;50,77;72,24
780;"N";"Recontrooper";656,03;645,08;648,71;632,72;195,16;103,77;27,25;58,18;71,64;84,35;75;44,69;53,32;27,32
781;"S";"Recontrooper";640,95;655,62;648,62;637,02;195,1;98,17;25,79;81,95;70,27;85,98;76,95;62,16;50,84;35,43
782;"S";"Recontrooper";647,52;647,23;651,97;640,28;194,9;97,03;25,54;85,24;68,33;83,39;86,35;46,14;53,72;38,59
783;"S";"Recontrooper";653,6;650,21;645,74;632,05;195,19;102,22;26,83;78,93;70,75;82,3;93,7;54,11;56,48;22,85
784;"N";"Recontrooper";642,26;652,12;640,18;634,57;194,99;95,4;25,09;60,48;69,33;79,68;86,17;37,77;58,82;90,93
785;"N";"Recontrooper";639,11;648,28;655,09;638,4;194,86;94,64;24,92;71,31;69;83,57;85,06;58,53;48,63;24,38
786;"S";"Recontrooper";649,08;663,02;644,19;640,69;194,9;104,42;27,49;86,35;70,51;85,12;80,27;43,81;58,67;56,4
787;"S";"Recontrooper";654,33;645,18;650,08;635,35;195,01;110,35;29,02;85,27;71,67;84,04;91,1;49,9;60,78;14,52
788;"N";"Recontrooper";647,4;645,15;659,38;648,64;194,94;83,81;22,05;65,2;69,13;84,16;89,03;53,28;63,46;95,27
789;"N";"Recontrooper";654,1;652,9;653,13;643;195,03;96,18;25,29;64,37;69,42;84,26;85,2;53,65;61,21;96,38
790;"S";"Recontrooper";654,03;644,49;651,82;645,59;195,06;105,95;27,85;82,76;68,08;79,72;78,63;46,34;54,53;75,16
791;"N";"Recontrooper";646,56;654,37;651,25;647,09;194,87;101,94;26,84;68,33;67,68;80,84;81,49;46,9;54,83;95,73
792;"N";"Recontrooper";646,68;656;649,29;642,12;195,22;97,73;25,64;66,19;69,45;86,88;80,34;43,52;58,25;23,75
793;"S";"Recontrooper";646,31;659,93;652,69;638,6;195,02;89,94;23,65;80,87;68;84,21;84,33;54,42;53,39;41,21
794;"N";"Recontrooper";652,62;646,82;647,1;635,9;195,19;94,8;24,88;66,23;71,18;84,29;87,57;46,74;50,48;34,67
795;"N";"Recontrooper";645,25;650,66;639,62;642,63;195,04;92,43;24,3;58,69;68,76;81,94;85,22;55,12;52,65;71,8
796;"N";"Recontrooper";652,77;648,85;651,9;635,48;194,98;91;23,94;61,57;71,11;79,63;81,07;37,56;55,93;5,92
797;"N";"Recontrooper";649,87;651,44;654,64;650,38;195,05;109,28;28,72;67,32;67,78;79,95;93,27;50,56;56,52;64,69
798;"S";"Recontrooper";647,71;649,24;648,92;638,02;195,24;102,54;26,9;78,32;68,17;86,9;82,45;50,93;50,56;26,31
799;"N";"Recontrooper";644,47;648,11;647,85;640,86;195,09;102,22;26,86;59,91;70,33;82,32;92,67;31,19;47,35;44,37
800;"N";"Recontrooper";645,74;655,77;656,14;639,26;194,94;93,84;24,69;60,12;69,71;80,16;91,72;45,09;42,87;62,4
